tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender
233,1/1/2015 2:26,1/1/2015 2:30,2004,6 Ave & Broome St,40.724399,-74.004704,79,Franklin St & W Broadway,40.71911552,-74.00666661,15477,Subscriber,1991,1
663,1/1/2015 2:27,1/1/2015 2:38,2004,6 Ave & Broome St,40.724399,-74.004704,351,Front St & Maiden Ln,40.70530954,-74.00612572,18144,Subscriber,1981,1
654,1/1/2015 2:27,1/1/2015 2:38,2004,6 Ave & Broome St,40.724399,-74.004704,351,Front St & Maiden Ln,40.70530954,-74.00612572,18793,Subscriber,1985,1
330,1/1/2015 2:27,1/1/2015 2:33,260,Broad St & Bridge St,40.70365182,-74.01167797,387,Centre St & Chambers St,40.71273266,-74.0046073,20938,Subscriber,1982,1
170,1/1/2015 2:27,1/1/2015 2:29,382,University Pl & E 14 St,40.73492695,-73.99200509,294,Washington Square E,40.73049393,-73.9957214,15236,Subscriber,1975,1
170,1/1/2015 2:27,1/1/2015 2:30,503,E 20 St & Park Ave,40.73827428,-73.98751968,475,E 16 St & Irving Pl,40.73524276,-73.98758561,21645,Subscriber,1990,2
156,1/1/2015 2:27,1/1/2015 2:29,503,E 20 St & Park Ave,40.73827428,-73.98751968,475,E 16 St & Irving Pl,40.73524276,-73.98758561,18681,Subscriber,1988,1
794,1/1/2015 2:28,1/1/2015 2:42,127,Barrow St & Hudson St,40.73172428,-74.00674436,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,18410,Subscriber,1981,1
500,1/1/2015 2:28,1/1/2015 2:36,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,470,W 20 St & 8 Ave,40.74345335,-74.00004031,19564,Subscriber,1985,2
479,1/1/2015 2:28,1/1/2015 2:36,403,E 2 St & 2 Ave,40.72502876,-73.99069656,331,Pike St & Monroe St,40.71173107,-73.99193043,18092,Subscriber,1989,1
460,1/1/2015 2:28,1/1/2015 2:36,285,Broadway & E 14 St,40.73454567,-73.99074142,251,Mott St & Prince St,40.72317958,-73.99480012,15045,Subscriber,1990,1
1114,1/1/2015 2:30,1/1/2015 2:48,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,433,E 13 St & Avenue A,40.72955361,-73.98057249,21510,Subscriber,1990,2
455,1/1/2015 2:30,1/1/2015 2:38,382,University Pl & E 14 St,40.73492695,-73.99200509,368,Carmine St & 6 Ave,40.73038599,-74.00214988,15157,Subscriber,1985,1
68,1/1/2015 2:30,1/1/2015 2:31,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,17291,Subscriber,1968,1
762,1/1/2015 2:31,1/1/2015 2:43,475,E 16 St & Irving Pl,40.73524276,-73.98758561,488,W 39 St & 9 Ave,40.75645824,-73.99372222,15586,Subscriber,1984,1
459,1/1/2015 2:31,1/1/2015 2:38,491,E 24 St & Park Ave S,40.74096374,-73.98602213,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,16341,Subscriber,1985,1
433,1/1/2015 2:31,1/1/2015 2:38,382,University Pl & E 14 St,40.73492695,-73.99200509,368,Carmine St & 6 Ave,40.73038599,-74.00214988,21306,Subscriber,1985,1
237,1/1/2015 2:31,1/1/2015 2:35,345,W 13 St & 6 Ave,40.73649403,-73.99704374,483,E 12 St & 3 Ave,40.73223272,-73.98889957,16229,Subscriber,1989,1
638,1/1/2015 2:32,1/1/2015 2:43,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,326,E 11 St & 1 Ave,40.72953837,-73.98426726,20315,Subscriber,1971,1
558,1/1/2015 2:32,1/1/2015 2:41,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,17291,Subscriber,1982,1
450,1/1/2015 2:32,1/1/2015 2:40,297,E 15 St & 3 Ave,40.734232,-73.986923,435,W 21 St & 6 Ave,40.74173969,-73.99415556,16825,Subscriber,1966,1
285,1/1/2015 2:32,1/1/2015 2:37,254,W 11 St & 6 Ave,40.73532427,-73.99800419,382,University Pl & E 14 St,40.73492695,-73.99200509,17606,Subscriber,1969,1
738,1/1/2015 2:33,1/1/2015 2:46,383,Greenwich Ave & Charles St,40.735238,-74.000271,410,Suffolk St & Stanton St,40.72066442,-73.98517977,17431,Customer,,0
732,1/1/2015 2:33,1/1/2015 2:46,383,Greenwich Ave & Charles St,40.735238,-74.000271,410,Suffolk St & Stanton St,40.72066442,-73.98517977,21385,Subscriber,1987,1
166,1/1/2015 2:33,1/1/2015 2:36,503,E 20 St & Park Ave,40.73827428,-73.98751968,297,E 15 St & 3 Ave,40.734232,-73.986923,15155,Subscriber,1979,1
122,1/1/2015 2:33,1/1/2015 2:35,480,W 53 St & 10 Ave,40.76669671,-73.99061728,72,W 52 St & 11 Ave,40.76727216,-73.99392888,15670,Subscriber,1980,2
710,1/1/2015 2:34,1/1/2015 2:46,312,Allen St & E Houston St,40.722055,-73.989111,351,Front St & Maiden Ln,40.70530954,-74.00612572,19762,Subscriber,1988,1
230,1/1/2015 2:34,1/1/2015 2:38,311,Norfolk St & Broome St,40.7172274,-73.98802084,502,Henry St & Grand St,40.714215,-73.981346,19912,Subscriber,1980,1
185,1/1/2015 2:34,1/1/2015 2:37,488,W 39 St & 9 Ave,40.75645824,-73.99372222,478,11 Ave & W 41 St,40.76030096,-73.99884222,16601,Subscriber,1959,1
154,1/1/2015 2:36,1/1/2015 2:38,294,Washington Square E,40.73049393,-73.9957214,382,University Pl & E 14 St,40.73492695,-73.99200509,15236,Subscriber,1984,1
141,1/1/2015 2:36,1/1/2015 2:38,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,19953,Subscriber,1981,1
789,1/1/2015 2:37,1/1/2015 2:50,250,Lafayette St & Jersey St,40.72456089,-73.99565293,334,W 20 St & 7 Ave,40.74238787,-73.99726235,17044,Subscriber,1984,1
787,1/1/2015 2:37,1/1/2015 2:50,250,Lafayette St & Jersey St,40.72456089,-73.99565293,334,W 20 St & 7 Ave,40.74238787,-73.99726235,15958,Subscriber,1968,1
436,1/1/2015 2:38,1/1/2015 2:46,167,E 39 St & 3 Ave,40.7489006,-73.97604882,505,6 Ave & W 33 St,40.74901271,-73.98848395,21096,Subscriber,1988,1
282,1/1/2015 2:38,1/1/2015 2:43,297,E 15 St & 3 Ave,40.734232,-73.986923,545,E 23 St & 1 Ave,40.736502,-73.97809472,19843,Subscriber,1981,1
1060,1/1/2015 2:39,1/1/2015 2:57,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,15448,Customer,,0
1344,1/1/2015 2:40,1/1/2015 3:03,484,W 44 St & 5 Ave,40.75500254,-73.98014437,504,1 Ave & E 15 St,40.73221853,-73.98165557,20929,Subscriber,1982,1
1059,1/1/2015 2:40,1/1/2015 2:57,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,17370,Customer,,0
939,1/1/2015 2:40,1/1/2015 2:56,285,Broadway & E 14 St,40.73454567,-73.99074142,536,1 Ave & E 30 St,40.74144387,-73.97536082,15308,Customer,,0
581,1/1/2015 2:40,1/1/2015 2:49,485,W 37 St & 5 Ave,40.75038009,-73.98338988,454,E 51 St & 1 Ave,40.75455731,-73.96592976,17805,Subscriber,1983,1
300,1/1/2015 2:40,1/1/2015 2:45,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,282,Kent Ave & S 11 St,40.70827295,-73.96834101,19609,Subscriber,1979,1
216,1/1/2015 2:40,1/1/2015 2:43,462,W 22 St & 10 Ave,40.74691959,-74.00451887,453,W 22 St & 8 Ave,40.74475148,-73.99915362,15685,Subscriber,1968,1
1526,1/1/2015 2:41,1/1/2015 3:06,217,Old Fulton St,40.70277159,-73.99383605,348,W Broadway & Spring St,40.72490985,-74.00154702,18664,Subscriber,1942,1
1104,1/1/2015 2:41,1/1/2015 2:59,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,17335,Customer,,0
890,1/1/2015 2:41,1/1/2015 2:56,285,Broadway & E 14 St,40.73454567,-73.99074142,536,1 Ave & E 30 St,40.74144387,-73.97536082,16150,Subscriber,1982,1
462,1/1/2015 2:41,1/1/2015 2:48,442,W 27 St & 7 Ave,40.746647,-73.993915,507,E 25 St & 2 Ave,40.73912601,-73.97973776,18017,Subscriber,1990,1
3581,1/1/2015 2:42,1/1/2015 3:42,498,Broadway & W 32 St,40.74854862,-73.98808416,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,16248,Customer,,0
133,1/1/2015 2:42,1/1/2015 2:44,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,518,E 39 St & 2 Ave,40.74780373,-73.9734419,17356,Subscriber,1984,1
283,1/1/2015 2:43,1/1/2015 2:48,489,10 Ave & W 28 St,40.75066386,-74.00176802,470,W 20 St & 8 Ave,40.74345335,-74.00004031,21012,Subscriber,1957,1
1122,1/1/2015 2:44,1/1/2015 3:03,459,W 20 St & 11 Ave,40.746745,-74.007756,504,1 Ave & E 15 St,40.73221853,-73.98165557,21051,Subscriber,1987,1
582,1/1/2015 2:44,1/1/2015 2:54,518,E 39 St & 2 Ave,40.74780373,-73.9734419,433,E 13 St & Avenue A,40.72955361,-73.98057249,17783,Subscriber,1984,1
548,1/1/2015 2:44,1/1/2015 2:53,127,Barrow St & Hudson St,40.73172428,-74.00674436,494,W 26 St & 8 Ave,40.74734825,-73.99723551,15008,Subscriber,1976,1
494,1/1/2015 2:44,1/1/2015 2:53,351,Front St & Maiden Ln,40.70530954,-74.00612572,152,Warren St & Church St,40.71473993,-74.00910627,18793,Subscriber,1964,1
263,1/1/2015 2:44,1/1/2015 2:49,310,State St & Smith St,40.68926942,-73.98912867,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,19460,Subscriber,1965,1
237,1/1/2015 2:44,1/1/2015 2:48,310,State St & Smith St,40.68926942,-73.98912867,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,17945,Subscriber,1997,1
99,1/1/2015 2:44,1/1/2015 2:46,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,20213,Subscriber,1966,2
898,1/1/2015 2:45,1/1/2015 3:00,127,Barrow St & Hudson St,40.73172428,-74.00674436,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,21378,Subscriber,1983,1
624,1/1/2015 2:45,1/1/2015 2:55,470,W 20 St & 8 Ave,40.74345335,-74.00004031,476,E 31 St & 3 Ave,40.74394314,-73.97966069,15986,Subscriber,1980,1
566,1/1/2015 2:45,1/1/2015 2:54,128,MacDougal St & Prince St,40.72710258,-74.00297088,466,W 25 St & 6 Ave,40.74395411,-73.99144871,15552,Subscriber,1985,1
372,1/1/2015 2:45,1/1/2015 2:51,312,Allen St & E Houston St,40.722055,-73.989111,2003,1 Ave & E 18 St,40.73416059,-73.98024289,16786,Subscriber,1980,1
1047,1/1/2015 2:46,1/1/2015 3:03,225,W 14 St & The High Line,40.74195138,-74.00803013,508,W 46 St & 11 Ave,40.76341379,-73.99667444,17957,Subscriber,1961,1
359,1/1/2015 2:46,1/1/2015 2:52,444,Broadway & W 24 St,40.7423543,-73.98915076,285,Broadway & E 14 St,40.73454567,-73.99074142,17438,Subscriber,1988,1
1504,1/1/2015 2:47,1/1/2015 3:12,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,21225,Subscriber,1963,1
540,1/1/2015 2:47,1/1/2015 2:56,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,331,Pike St & Monroe St,40.71173107,-73.99193043,14610,Subscriber,1988,1
498,1/1/2015 2:47,1/1/2015 2:55,404,9 Ave & W 14 St,40.7405826,-74.00550867,294,Washington Square E,40.73049393,-73.9957214,19813,Subscriber,1983,2
567,1/1/2015 2:48,1/1/2015 2:58,412,Forsyth St & Canal St,40.7158155,-73.99422366,266,Avenue D & E 8 St,40.72368361,-73.97574813,20974,Subscriber,1960,2
2612,1/1/2015 2:49,1/1/2015 3:32,504,1 Ave & E 15 St,40.73221853,-73.98165557,301,E 2 St & Avenue B,40.72217444,-73.98368779,19173,Subscriber,1964,1
654,1/1/2015 2:49,1/1/2015 3:00,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,21134,Customer,,0
282,1/1/2015 2:49,1/1/2015 2:54,285,Broadway & E 14 St,40.73454567,-73.99074142,433,E 13 St & Avenue A,40.72955361,-73.98057249,16322,Subscriber,1990,1
228,1/1/2015 2:49,1/1/2015 2:53,316,Fulton St & William St,40.70955958,-74.00653609,279,Peck Slip & Front St,40.707873,-74.00167,21304,Subscriber,1968,1
207,1/1/2015 2:49,1/1/2015 2:53,348,W Broadway & Spring St,40.72490985,-74.00154702,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,17453,Subscriber,1985,2
601,1/1/2015 2:50,1/1/2015 3:00,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,19935,Customer,,0
327,1/1/2015 2:50,1/1/2015 2:56,504,1 Ave & E 15 St,40.73221853,-73.98165557,536,1 Ave & E 30 St,40.74144387,-73.97536082,20310,Subscriber,1989,1
1037,1/1/2015 2:51,1/1/2015 3:09,509,9 Ave & W 22 St,40.7454973,-74.00197139,302,Avenue D & E 3 St,40.72082834,-73.97793172,16176,Subscriber,1966,1
858,1/1/2015 2:51,1/1/2015 3:05,499,Broadway & W 60 St,40.76915505,-73.98191841,528,2 Ave & E 31 St,40.74290902,-73.97706058,18021,Subscriber,1982,1
232,1/1/2015 2:51,1/1/2015 2:55,388,W 26 St & 10 Ave,40.74971775,-74.00295035,212,W 16 St & The High Line,40.74334935,-74.00681753,21287,Subscriber,1983,1
187,1/1/2015 2:51,1/1/2015 2:54,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,335,Washington Pl & Broadway,40.72903917,-73.99404649,20009,Subscriber,1981,1
560,1/1/2015 2:52,1/1/2015 3:02,365,Fulton St & Grand Ave,40.68223166,-73.9614583,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,17011,Subscriber,1984,1
364,1/1/2015 2:52,1/1/2015 2:58,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,347,W Houston St & Hudson St,40.72873888,-74.00748842,21664,Subscriber,1989,1
293,1/1/2015 2:53,1/1/2015 2:58,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,21491,Subscriber,1988,1
290,1/1/2015 2:53,1/1/2015 2:58,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,20847,Subscriber,1989,1
1102,1/1/2015 2:54,1/1/2015 3:12,229,Great Jones St,40.72743423,-73.99379025,482,W 15 St & 7 Ave,40.73935542,-73.99931783,15062,Subscriber,1966,1
345,1/1/2015 2:55,1/1/2015 3:01,444,Broadway & W 24 St,40.7423543,-73.98915076,509,9 Ave & W 22 St,40.7454973,-74.00197139,17983,Subscriber,1983,1
343,1/1/2015 2:55,1/1/2015 3:00,444,Broadway & W 24 St,40.7423543,-73.98915076,345,W 13 St & 6 Ave,40.73649403,-73.99704374,18685,Subscriber,1985,1
653,1/1/2015 2:57,1/1/2015 3:08,250,Lafayette St & Jersey St,40.72456089,-73.99565293,266,Avenue D & E 8 St,40.72368361,-73.97574813,18956,Subscriber,1965,2
504,1/1/2015 2:57,1/1/2015 3:05,312,Allen St & E Houston St,40.722055,-73.989111,341,Stanton St & Mangin St,40.71782143,-73.97628939,18108,Subscriber,1989,1
253,1/1/2015 2:57,1/1/2015 3:01,282,Kent Ave & S 11 St,40.70827295,-73.96834101,282,Kent Ave & S 11 St,40.70827295,-73.96834101,15577,Subscriber,1979,1
153,1/1/2015 2:57,1/1/2015 3:00,335,Washington Pl & Broadway,40.72903917,-73.99404649,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,20009,Subscriber,1981,1
131,1/1/2015 2:57,1/1/2015 2:59,285,Broadway & E 14 St,40.73454567,-73.99074142,483,E 12 St & 3 Ave,40.73223272,-73.98889957,21447,Subscriber,1976,1
1199,1/1/2015 2:59,1/1/2015 3:19,532,S 5 Pl & S 4 St,40.710451,-73.960876,432,E 7 St & Avenue A,40.72621788,-73.98379855,19966,Subscriber,1989,1
585,1/1/2015 3:00,1/1/2015 3:10,523,W 38 St & 8 Ave,40.75466591,-73.99138152,453,W 22 St & 8 Ave,40.74475148,-73.99915362,18544,Subscriber,1987,1
528,1/1/2015 3:00,1/1/2015 3:08,296,Division St & Bowery,40.71413089,-73.9970468,428,E 3 St & 1 Ave,40.72467721,-73.98783413,21387,Subscriber,1961,1
576,1/1/2015 3:01,1/1/2015 3:11,303,Mercer St & Spring St,40.72362738,-73.99949601,375,Mercer St & Bleecker St,40.72679454,-73.99695094,20623,Subscriber,1980,2
567,1/1/2015 3:01,1/1/2015 3:11,303,Mercer St & Spring St,40.72362738,-73.99949601,375,Mercer St & Bleecker St,40.72679454,-73.99695094,15032,Subscriber,1983,2
415,1/1/2015 3:01,1/1/2015 3:08,433,E 13 St & Avenue A,40.72955361,-73.98057249,150,E 2 St & Avenue C,40.7208736,-73.98085795,15839,Subscriber,1990,1
342,1/1/2015 3:01,1/1/2015 3:07,512,W 29 St & 9 Ave,40.7500727,-73.99839279,334,W 20 St & 7 Ave,40.74238787,-73.99726235,17621,Subscriber,1989,1
150,1/1/2015 3:01,1/1/2015 3:04,470,W 20 St & 8 Ave,40.74345335,-74.00004031,494,W 26 St & 8 Ave,40.74734825,-73.99723551,21230,Subscriber,1979,1
1411,1/1/2015 3:02,1/1/2015 3:25,303,Mercer St & Spring St,40.72362738,-73.99949601,459,W 20 St & 11 Ave,40.746745,-74.007756,21604,Subscriber,1974,1
869,1/1/2015 3:03,1/1/2015 3:18,229,Great Jones St,40.72743423,-73.99379025,279,Peck Slip & Front St,40.707873,-74.00167,17505,Subscriber,1987,1
227,1/1/2015 3:03,1/1/2015 3:07,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,261,Johnson St & Gold St,40.69474881,-73.98362464,21535,Subscriber,1984,1
2870,1/1/2015 3:04,1/1/2015 3:52,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,538,E 48 St & Madison Ave,40.75666,-73.976684,17521,Subscriber,1992,2
550,1/1/2015 3:04,1/1/2015 3:13,389,Broadway & Berry St,40.71044554,-73.96525063,313,Washington Ave & Park Ave,40.69610226,-73.96751037,17034,Subscriber,1983,1
172,1/1/2015 3:04,1/1/2015 3:07,519,Pershing Square North,40.751873,-73.977706,518,E 39 St & 2 Ave,40.74780373,-73.9734419,18580,Subscriber,1987,1
1643,1/1/2015 3:06,1/1/2015 3:33,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,317,E 6 St & Avenue B,40.72453734,-73.98185424,20951,Subscriber,1980,2
1387,1/1/2015 3:06,1/1/2015 3:29,497,E 17 St & Broadway,40.73704984,-73.99009296,341,Stanton St & Mangin St,40.71782143,-73.97628939,19723,Subscriber,1986,2
707,1/1/2015 3:06,1/1/2015 3:18,116,W 17 St & 8 Ave,40.74177603,-74.00149746,486,Broadway & W 29 St,40.7462009,-73.98855723,16106,Subscriber,1978,1
651,1/1/2015 3:06,1/1/2015 3:17,358,Christopher St & Greenwich St,40.73291553,-74.00711384,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,21069,Subscriber,1973,2
307,1/1/2015 3:06,1/1/2015 3:11,442,W 27 St & 7 Ave,40.746647,-73.993915,482,W 15 St & 7 Ave,40.73935542,-73.99931783,15736,Subscriber,1960,1
202,1/1/2015 3:06,1/1/2015 3:09,312,Allen St & E Houston St,40.722055,-73.989111,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,21076,Subscriber,1987,1
375,1/1/2015 3:07,1/1/2015 3:13,383,Greenwich Ave & Charles St,40.735238,-74.000271,250,Lafayette St & Jersey St,40.72456089,-73.99565293,20330,Subscriber,1986,1
244,1/1/2015 3:07,1/1/2015 3:11,446,W 24 St & 7 Ave,40.74487634,-73.99529885,505,6 Ave & W 33 St,40.74901271,-73.98848395,20618,Subscriber,1987,1
263,1/1/2015 3:08,1/1/2015 3:13,509,9 Ave & W 22 St,40.7454973,-74.00197139,116,W 17 St & 8 Ave,40.74177603,-74.00149746,17988,Subscriber,1981,2
167,1/1/2015 3:08,1/1/2015 3:11,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,316,Fulton St & William St,40.70955958,-74.00653609,20831,Subscriber,1994,1
724,1/1/2015 3:09,1/1/2015 3:21,404,9 Ave & W 14 St,40.7405826,-74.00550867,478,11 Ave & W 41 St,40.76030096,-73.99884222,18524,Subscriber,1988,1
835,1/1/2015 3:10,1/1/2015 3:24,312,Allen St & E Houston St,40.722055,-73.989111,146,Hudson St & Reade St,40.71625008,-74.0091059,16941,Subscriber,1989,1
620,1/1/2015 3:10,1/1/2015 3:21,212,W 16 St & The High Line,40.74334935,-74.00681753,428,E 3 St & 1 Ave,40.72467721,-73.98783413,21287,Subscriber,1983,1
474,1/1/2015 3:11,1/1/2015 3:19,382,University Pl & E 14 St,40.73492695,-73.99200509,476,E 31 St & 3 Ave,40.74394314,-73.97966069,16951,Subscriber,1969,2
329,1/1/2015 3:11,1/1/2015 3:16,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,20550,Customer,,0
919,1/1/2015 3:12,1/1/2015 3:28,312,Allen St & E Houston St,40.722055,-73.989111,329,Greenwich St & N Moore St,40.72043411,-74.01020609,15509,Subscriber,1986,1
410,1/1/2015 3:12,1/1/2015 3:19,352,W 56 St & 6 Ave,40.76340613,-73.97722479,530,11 Ave & W 59 St,40.771522,-73.990541,19986,Subscriber,1974,1
1198,1/1/2015 3:13,1/1/2015 3:33,305,E 58 St & 3 Ave,40.76095756,-73.96724467,478,11 Ave & W 41 St,40.76030096,-73.99884222,16588,Subscriber,1977,1
933,1/1/2015 3:14,1/1/2015 3:29,521,8 Ave & W 31 St,40.75044999,-73.99481051,450,W 49 St & 8 Ave,40.76227205,-73.98788205,15842,Subscriber,1960,1
722,1/1/2015 3:14,1/1/2015 3:26,476,E 31 St & 3 Ave,40.74394314,-73.97966069,153,E 40 St & 5 Ave,40.75206231,-73.9816324,15986,Subscriber,1979,1
215,1/1/2015 3:14,1/1/2015 3:17,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,265,Stanton St & Chrystie St,40.72229346,-73.99147535,20852,Subscriber,1981,1
1410,1/1/2015 3:15,1/1/2015 3:38,387,Centre St & Chambers St,40.71273266,-74.0046073,467,Dean St & 4 Ave,40.68312489,-73.97895137,20938,Customer,,0
1198,1/1/2015 3:15,1/1/2015 3:35,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,342,Columbia St & Rivington St,40.71739973,-73.98016555,16471,Subscriber,1983,2
903,1/1/2015 3:16,1/1/2015 3:31,434,9 Ave & W 18 St,40.74317449,-74.00366443,478,11 Ave & W 41 St,40.76030096,-73.99884222,15546,Subscriber,1971,1
215,1/1/2015 3:16,1/1/2015 3:19,410,Suffolk St & Stanton St,40.72066442,-73.98517977,432,E 7 St & Avenue A,40.72621788,-73.98379855,21385,Subscriber,1980,1
773,1/1/2015 3:19,1/1/2015 3:31,345,W 13 St & 6 Ave,40.73649403,-73.99704374,483,E 12 St & 3 Ave,40.73223272,-73.98889957,16527,Subscriber,1960,1
758,1/1/2015 3:19,1/1/2015 3:32,439,E 4 St & 2 Ave,40.7262807,-73.98978041,263,Elizabeth St & Hester St,40.71729,-73.996375,17392,Subscriber,1988,1
266,1/1/2015 3:19,1/1/2015 3:23,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,16861,Subscriber,1997,1
1001,1/1/2015 3:20,1/1/2015 3:37,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,317,E 6 St & Avenue B,40.72453734,-73.98185424,21069,Subscriber,1997,1
678,1/1/2015 3:20,1/1/2015 3:31,504,1 Ave & E 15 St,40.73221853,-73.98165557,307,Canal St & Rutgers St,40.71427487,-73.98990025,20929,Subscriber,1972,1
897,1/1/2015 3:21,1/1/2015 3:36,476,E 31 St & 3 Ave,40.74394314,-73.97966069,444,Broadway & W 24 St,40.7423543,-73.98915076,18834,Subscriber,1975,1
280,1/1/2015 3:21,1/1/2015 3:26,504,1 Ave & E 15 St,40.73221853,-73.98165557,2012,E 27 St & 1 Ave,40.739445,-73.976806,19508,Subscriber,1985,1
970,1/1/2015 3:25,1/1/2015 3:41,531,Forsyth St & Broome St,40.71893904,-73.99266288,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,20880,Subscriber,1985,1
1010,1/1/2015 3:27,1/1/2015 3:44,401,Allen St & Rivington St,40.72019576,-73.98997825,434,9 Ave & W 18 St,40.74317449,-74.00366443,16895,Subscriber,1982,1
515,1/1/2015 3:27,1/1/2015 3:35,458,11 Ave & W 27 St,40.751396,-74.005226,508,W 46 St & 11 Ave,40.76341379,-73.99667444,19080,Subscriber,1989,2
225,1/1/2015 3:27,1/1/2015 3:30,391,Clark St & Henry St,40.69760127,-73.99344559,406,Hicks St & Montague St,40.69512845,-73.99595065,16917,Subscriber,1973,2
83,1/1/2015 3:27,1/1/2015 3:29,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,20652,Subscriber,1983,1
656,1/1/2015 3:28,1/1/2015 3:39,463,9 Ave & W 16 St,40.74206539,-74.00443172,474,5 Ave & E 29 St,40.7451677,-73.98683077,16293,Customer,,0
389,1/1/2015 3:28,1/1/2015 3:34,326,E 11 St & 1 Ave,40.72953837,-73.98426726,317,E 6 St & Avenue B,40.72453734,-73.98185424,20315,Subscriber,1982,1
423,1/1/2015 3:29,1/1/2015 3:37,268,Howard St & Centre St,40.71910537,-73.99973337,350,Clinton St & Grand St,40.71559509,-73.9870295,17089,Subscriber,1970,1
1489,1/1/2015 3:30,1/1/2015 3:54,279,Peck Slip & Front St,40.707873,-74.00167,445,E 10 St & Avenue A,40.72740794,-73.98142006,18796,Subscriber,1988,1
197,1/1/2015 3:31,1/1/2015 3:34,375,Mercer St & Bleecker St,40.72679454,-73.99695094,403,E 2 St & 2 Ave,40.72502876,-73.99069656,19210,Subscriber,1986,1
1141,1/1/2015 3:32,1/1/2015 3:51,458,11 Ave & W 27 St,40.751396,-74.005226,426,West St & Chambers St,40.71754834,-74.01322069,19258,Customer,,0
309,1/1/2015 3:32,1/1/2015 3:38,486,Broadway & W 29 St,40.7462009,-73.98855723,476,E 31 St & 3 Ave,40.74394314,-73.97966069,15620,Subscriber,1980,1
212,1/1/2015 3:32,1/1/2015 3:36,430,York St & Jay St,40.7014851,-73.98656928,144,Nassau St & Navy St,40.69839895,-73.98068914,20043,Subscriber,1979,1
820,1/1/2015 3:33,1/1/2015 3:47,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,546,E 30 St & Park Ave S,40.74444921,-73.98303529,20240,Subscriber,1961,1
574,1/1/2015 3:33,1/1/2015 3:43,495,W 47 St & 10 Ave,40.76269882,-73.99301222,494,W 26 St & 8 Ave,40.74734825,-73.99723551,18082,Subscriber,1953,1
